id,text,created_at,type,retweet_count,reply_count,like_count,quote_count
1894763300434374840,@ImportantGuy3 Manipulation?  No!,2025-02-26T14:55:48+00:00,original,0,2,9,0
1894438338909663447,@frenteobrerolib Lol! All my trades are sent to thousands of clients live each day in real time.  Where do they grow you clueless people that talk out your ass?,2025-02-25T17:24:31+00:00,original,0,0,15,0
1894438014660550659,"@JWK77777 If you had a clue who it is you are talking to, you would know that I do nothing blindly. You could only wish to operate in the market as ""blindly,"" as me.  Now kindly FO!",2025-02-25T17:23:14+00:00,original,1,4,39,0
1894437514611499399,@TeslaInCA To our members on our platform. https://t.co/7NiHKuPACd,2025-02-25T17:21:15+00:00,original,0,0,10,0
1894435057143578822,@bab_ijoh3069 My mindset book is being released in Korean soon.,2025-02-25T17:11:29+00:00,original,2,7,49,0
1894433583017939004,"There are times when you are going to lose on a trade and times when you are going lose in life. The market may be going into a bear decline, but you haven't yet adjusted. Perhaps someone plays better than you in a sporting event or in some competition on a particular day. The… https://t.co/oJvRXxOgHQ",2025-02-25T17:05:37+00:00,original,134,54,1505,12
1894428480722325543,"Yesterday at 9:44AM/ET we shorted the $SPY - so far, so good.  https://t.co/7NiHKuPACd https://t.co/owMOp952Rf",2025-02-25T16:45:21+00:00,original,24,39,400,17
1894427683171307806,"What was your biggest ""aha"" moment in trading? 👉 A lesson learned or a breakthrough that changed your understanding or approach for the better.",2025-02-25T16:42:11+00:00,original,68,319,810,9
1894426217555587500,"@NixRishibhan @DSS_Rajput007 @stonkssguy @Breakout_trades @selfunmade Lol! Best wishes, my friends 🧡",2025-02-25T16:36:21+00:00,original,1,1,10,0
1894371152182554798,"@Bigmiguel4 Position sizing AND overall exposure, which tend to go hand in hand.",2025-02-25T12:57:33+00:00,original,0,0,14,0
1894039867744518228,@learnerbeliever Call my assistant Bob at 917-268-1800.,2025-02-24T15:01:08+00:00,original,0,3,14,0
1894039506367492407,@learnerbeliever Who did you reach out to?,2025-02-24T14:59:42+00:00,original,0,0,6,0
1894036587425431987,@DanCTrader lol.. No! https://t.co/6W1mhyE92m,2025-02-24T14:48:06+00:00,original,0,4,44,0
1894034919866991026,"Due to a proliferation of pivot failires and increased volatility, we significantly cut back our exposure to individual breakout stocks. Our $SPY model remains on the Jan 13, 2023 buy signal. However, recent distribution and narrowing participation have put the major indexes… https://t.co/CgMm8Ns7gy https://t.co/QK2kSXls6v https://t.co/BjKDsEkIAB",2025-02-24T14:41:29+00:00,quote,141,51,1154,16
1893855030081397078,@AkashBacha46 Online in November is the next MTP.   You can call Bob at my office for details at 917 268 1800.,2025-02-24T02:46:39+00:00,original,0,1,10,0
1892961199106494581,@Irohs_journey Call my assistant Bob at 917-268-1800. Tell him I said to do the best he could for you. Good luck.,2025-02-21T15:34:54+00:00,original,0,4,45,0
1892960830242582698,@USAVIEWING Maybe you should ask them.  Here's just a few testimonials from the THOUSANDS of emails and Tweets we get. https://t.co/zCmjjUCun9,2025-02-21T15:33:26+00:00,original,2,2,77,0
1892950378188062803,"This year, ALL FOUR U.S. Investing Championship division winners were Minervini Private Access clients. In fact, 4 of the past 6 year's U.S. Investing Champions came from our stable. If you want to trade like a champion, there's only one place where the results speak for… https://t.co/OPUMhmCkq0 https://t.co/1HlxPLvDAW",2025-02-21T14:51:54+00:00,original,58,37,1076,4
1892645078591533249,"@AM792324237606 It will be replacing our existing platform, but with WAY more features.",2025-02-20T18:38:45+00:00,original,1,0,8,0
1892644872147915044,"@capital09938192 Yes, I'm am going to do exactly that.",2025-02-20T18:37:55+00:00,original,0,2,5,0
1892644520308711742,"It's official!  I'm happy to hear my student @JLawStock not only won the 2024 US Investing Championship, but also set a new all-time record in the $1mil.+ division.  I previpusly held the all-time record set in 2021 with a 334.8% return. @JlawStock finished up 353.9%. I'm… https://t.co/fHqsUsM0Pa https://t.co/wRZvaY9v4p",2025-02-20T18:36:31+00:00,original,70,56,1425,6
1892643039308324915,@Julie0032 That i can't help you with. That's a brokerage issue.,2025-02-20T18:30:38+00:00,original,0,0,8,0
1892634978900414585,"@Tommywasss I am not competing with Marketsurge. And I will have no competition, because there is nothing like this.",2025-02-20T17:58:37+00:00,original,1,3,12,0
1892634554130673768,"@kindwombat Marketsurge is wonderful and has served my screening needs. Tje new MM360 platform serves many needs, all in one place, and better than anyone else. It is designed by world-class traders, not programmers, and that's why it meets their needs.",2025-02-20T17:56:55+00:00,original,0,0,20,0
1892632867944964110,"Sometimes, what you thought was good isn't so good after all, and what you saw as difficult isn't as difficult as you thought.  Trading like a champion is about to get much easier, more efficient, and more effective.  A paradigm shift in the making. Coming very soon. https://t.co/V259OpDfs7",2025-02-20T17:50:13+00:00,original,22,28,446,1
1891856872522596625,"The definition of being a stock trader is to change your opinion, your decision, and your position at will as conditions change. Some call it flip-flopping and see it as a sign of weakness, while others use it to make millions and mitigate the risk of speculation. To not utilize… https://t.co/9UEOJ2KmwT https://t.co/jBwAXX0LQw",2025-02-18T14:26:42+00:00,original,138,46,1110,11
1891194966606545115,@Reasonable1225 It won't be too much longer. I promise it will be well worth the wait.,2025-02-16T18:36:31+00:00,original,1,6,70,0
1891194495506497618,Coming soon! The Ultimate Tool for Stock Traders. A Paradigm Shift in the Trading Universe. https://t.co/3w9HXDDD7S,2025-02-16T18:34:39+00:00,original,54,92,1208,5
1890752957471236541,"@Xman628797 I lost my mother to cancer at a young age. I'm sorry you have health issues. I think you are missing the point, which is exactly what you are saying. A health issue is a real problem. Best wishes.",2025-02-15T13:20:08+00:00,original,0,1,75,0
1890742658877800825,"If it can be fixed with money, it's not a real problem. I am thankful and blessed to be alive and healthy with love in my life.  Everything else is trivial. Everything else is a game. This is not advice from a rich person... this is advice on how I got rich in mindset, and that… https://t.co/4Pcdnnd7c5",2025-02-15T12:39:12+00:00,original,187,66,2014,9
1890439005373673864,"When the best setups don't work, you don't go to the worst setups... you go to cash.",2025-02-14T16:32:36+00:00,original,311,71,3015,31
1890247167690043703,@mmatalon101 I don't look at RSI,2025-02-14T03:50:18+00:00,original,1,2,27,0
1890167787924103638,"We bought $FNGS today.  Sold $BROS into strength and nailed down a 45% profit. Our worst performer was $KGC on earnings. Like $BROS, we went into the report with a nice profit cushion, which allowed us to hold through earnings.  https://t.co/7NiHKuQ8rL",2025-02-13T22:34:52+00:00,original,54,38,908,10
1890036730545483797,"The $SPY remains in an uptrend and our long term model is still holding the January 13, 2023 buy signal. That means the bull market is intact. Trading, however, has been mixed. We have had our fair share of stocks that have stopped us out like $NCLH, $BURL, #ONON, $PLNT. We have… https://t.co/wD9xxXGtOf https://t.co/AJHvh05a8i",2025-02-13T13:54:06+00:00,original,116,34,1072,6
1889759168313123229,@Jay39772175 🥰 to you...,2025-02-12T19:31:10+00:00,original,0,0,17,0
1889733566357217534,"If you want to tap into your true potential as a human being, unlock the best part of you; unlock the love in you. Say the kind words that you find hard to express emotionally. Tell your family and friends how much they mean to you and how much you love them. Express kindness for… https://t.co/UOunNXQzqr",2025-02-12T17:49:26+00:00,original,146,58,1585,13
1887844065791635640,@MedianMan7 Lol!  No!,2025-02-07T12:41:14+00:00,original,0,3,14,0
1887838725532459469,https://t.co/DPhKnFP2m9,2025-02-07T12:20:01+00:00,original,73,26,507,5
1887554455572521460,What we love to hear 👇 at https://t.co/7NiHKuQ8rL - rock on! https://t.co/fA4kNhgjSf,2025-02-06T17:30:25+00:00,quote,11,7,196,0
1887516518512034037,Yesterday's IBDLive was a blast. I look forward to seeing you all again soon. https://t.co/e3VmZVPBI0,2025-02-06T14:59:41+00:00,quote,14,10,202,0
1887314213783154797,@CanitiaThomas Read my mindset book. The best $29 you will ever spend.,2025-02-06T01:35:47+00:00,original,0,4,19,0
1886542853117038953,"The key to success is to become a successful thinker and then act on those thoughts. That doesn’t mean that all your ideas and actions will always produce the desired results. At times, you will feel that success is unattainable. You may even feel like giving up. I know. I’ve… https://t.co/5uDThEN2Vh https://t.co/520vmYnfBG",2025-02-03T22:30:41+00:00,original,191,61,1404,20
1886520873449873885,"@fitch831 @steve2bacon @gustavolapaloma Fair question... no problem.  Because I was at a profit. That's why I held into earnings.  The stock gapped down about 12%, but we had about a 5% profit going in.",2025-02-03T21:03:20+00:00,original,1,1,11,0
1886515303351206050,@steve2bacon @gustavolapaloma Stopped 8.53% loss.,2025-02-03T20:41:12+00:00,original,0,1,11,0
1886469904116658548,@frenteobrerolib Everything I do is time stamped for our members in real time. What is the reason for your delusion? FO!,2025-02-03T17:40:48+00:00,original,0,2,23,0
1886449617862279671,"Some of our longs that have been virtually unaffected include: $LRN, $META, $GILD, $DRI, $KGC, $PLTR, $BROS, $BJ. https://t.co/z19qteftIL",2025-02-03T16:20:12+00:00,quote,59,37,756,3
1886448093916242351,"Surprisingly, we have only been stopped on a handful of names with most of our longs holding their stops and snapping back fairly quickly.  Yes, there's been distribution showing up in the averages and pockets of volatility makes for a less than optimal trading environment. But… https://t.co/9rywh3Siek",2025-02-03T16:14:08+00:00,original,52,16,748,6
1886236286282879484,@NewbieT16491545 @collinscrypto_ Lol!  The S&amp;P 500 is 1.5% off an all-time high!  WTF are you people talking about... top???,2025-02-03T02:12:29+00:00,original,0,1,9,1
1885312990406144480,"A study was done on 77,000 accounts at a large discount broker from 1990 to 1996. The findings revealed:  1. Investors are more likely to allow a stock to reach a large loss than they are to allow a stock to attain a large gain; they hold losers too long and sell winners too… https://t.co/WRw7OhbJNg",2025-01-31T13:03:38+00:00,original,524,115,3147,56
1884708233547239931,"I'm never really bullish or bearish; just degrees of invested versus cash. I don't care about labels.  There are either stocks that are meeting my criteria and working from my buy points or not. I let the market (stocks) dictate, and I'm willing to reverse course the minute the… https://t.co/P8oX6N21cM https://t.co/LXb6u2wM5M",2025-01-29T21:00:33+00:00,quote,80,25,1043,6
1884707172040241617,"In our Minervini Select Portfolio, this is how we applied Progressive Exposure (dates and position sizing in 7 individual stocks) to get to a near fully invested portfolio over a number of days. https://t.co/Oxn9M0aWGJ https://t.co/2yBkbq38ZB",2025-01-29T20:56:20+00:00,quote,54,24,630,8
