id,created_at,full_text,media,screen_name,name,profile_image_url,in_reply_to,retweeted_status,quoted_status,favorite_count,retweet_count,bookmark_count,quote_count,reply_count,views_count,favorited,retweeted,bookmarked,url
"1822470896503628063","2024-08-11 11:11:36 +08:00","If you lack discipline, remember this:\n\nStep by step, brick by brick. Just keep going. \n\nNothing good comes easily, and good things take time. https://t.co/FRMnQRWLOZ","[{""type"":""photo"",""url"":""https://t.co/FRMnQRWLOZ"",""thumbnail"":""https://pbs.twimg.com/media/GUq2EKmXgAATJ1m?format=png&name=thumb"",""original"":""https://pbs.twimg.com/media/GUq2EKmXgAATJ1m?format=png&name=orig""}]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",490,85,166,3,13,73696,false,false,false,"https://twitter.com/FluentInFinance/status/1822470896503628063"
"1822808173486526531","2024-08-12 09:31:49 +08:00","If you liked this post, you'll enjoy my weekly newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1822470896503628063","null","null",2,1,0,0,1,10767,false,false,false,"https://twitter.com/FluentInFinance/status/1822808173486526531"
"1822816805682909291","2024-08-12 10:06:07 +08:00","This is what $10 gets you at Costco https://t.co/SJs9hYjksG","[{""type"":""photo"",""url"":""https://t.co/SJs9hYjksG"",""thumbnail"":""https://pbs.twimg.com/media/GUvyG9MWwAAm-j_?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/GUvyG9MWwAAm-j_?format=jpg&name=orig""}]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",1066,24,20,13,145,133871,false,false,false,"https://twitter.com/FluentInFinance/status/1822816805682909291"
"1822833138457845771","2024-08-12 11:11:01 +08:00","Important laws everyone should know https://t.co/cVbiH6b3yB","[{""type"":""photo"",""url"":""https://t.co/cVbiH6b3yB"",""thumbnail"":""https://pbs.twimg.com/media/GUwAHk7W8AA1LHl?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/GUwAHk7W8AA1LHl?format=jpg&name=orig""}]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",5097,1032,3051,12,20,834036,false,false,false,"https://twitter.com/FluentInFinance/status/1822833138457845771"
"1822850210046857511","2024-08-12 12:18:51 +08:00","From age 20-50, I can't stress this enough: https://t.co/l6dcTVpsTD","[{""type"":""photo"",""url"":""https://t.co/l6dcTVpsTD"",""thumbnail"":""https://pbs.twimg.com/media/GUwO1ggX0AA1wXk?format=png&name=thumb"",""original"":""https://pbs.twimg.com/media/GUwO1ggX0AA1wXk?format=png&name=orig""}]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",13305,2209,2520,50,25,993183,false,false,false,"https://twitter.com/FluentInFinance/status/1822850210046857511"
"1822876063615099280","2024-08-12 14:01:35 +08:00","If you liked this post, you'll enjoy my weekly newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1822639970630205585","null","null",4,0,0,0,0,6724,false,false,false,"https://twitter.com/FluentInFinance/status/1822876063615099280"
"1822876087539392564","2024-08-12 14:01:41 +08:00","We'll discuss this more in my newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1822816805682909291","null","null",0,0,0,0,0,6910,false,false,false,"https://twitter.com/FluentInFinance/status/1822876087539392564"
"1822876090978664732","2024-08-12 14:01:42 +08:00","If you liked this post, you'll love my newsletter ― Join 50,000+ readers and subscribe at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1822833138457845771","null","null",2,0,1,0,0,7254,false,false,false,"https://twitter.com/FluentInFinance/status/1822876090978664732"
"1822876131617305082","2024-08-12 14:01:51 +08:00","If you liked this post, you'll love my newsletter ― Join 50,000+ readers and subscribe at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1822680266734739929","null","null",2,0,1,0,0,14837,false,false,false,"https://twitter.com/FluentInFinance/status/1822876131617305082"
"1822876135471919613","2024-08-12 14:01:52 +08:00","We'll discuss this more in my newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1822800481590153405","null","null",2,0,0,0,1,124305,false,false,false,"https://twitter.com/FluentInFinance/status/1822876135471919613"
"1822876139745919374","2024-08-12 14:01:53 +08:00","We'll discuss this more in my newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1822744112073953544","null","null",3,0,3,0,0,14526,false,false,false,"https://twitter.com/FluentInFinance/status/1822876139745919374"
"1822974166926020960","2024-08-12 20:31:25 +08:00","If you liked this post, you'll love my newsletter ― Join 50,000+ readers and subscribe at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1822781820292739367","null","null",2,0,0,0,0,8231,false,false,false,"https://twitter.com/FluentInFinance/status/1822974166926020960"
"1823001501955965359","2024-08-12 22:20:02 +08:00","The average full-time worker makes $79,000, per the U.S. Census Bureau.\n\nAmericans feel they’d need to earn over $186,000 to feel financially secure or comfortable, per Bankrate.\n\nThat's $107,000 more. \n\nA +135% increase.\n\nWild.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",221,28,23,2,25,37084,false,false,false,"https://twitter.com/FluentInFinance/status/1823001501955965359"
"1823019836793835999","2024-08-12 23:32:53 +08:00","You see luxury vacations but not the $20,000 credit card debt.\n\nYou see fancy cars but not the $80,000 car loan.\n\nYou see designer clothes but not the $0 Roth IRA.\n\nDon’t be fooled by social media.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",1881,300,172,26,59,143780,false,false,false,"https://twitter.com/FluentInFinance/status/1823019836793835999"
"1823042730664058904","2024-08-13 01:03:52 +08:00","Millionaires don't wake up at 4 am, cold plunge daily, or work 18-hour days.\n\nIf you want to become a millionaire, mimic their habits:\n\n1. Read a lot\n2. Set big goals\n3. Think long-term\n4. Take calculated risks\n5. Live below your means\n6. Diet and exercise regularly\n\nLife is all about your habits.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",738,111,274,3,13,66823,false,false,false,"https://twitter.com/FluentInFinance/status/1823042730664058904"
"1823058600689910256","2024-08-13 02:06:55 +08:00","If you're feeling behind, remember:\n\n• The average consumer debt is $23,000\n• Only 7% of Americans earn over $150,000\n• 66% of Americans live paycheck to paycheck\n• 37% of Americans aren't investing for retirement\n• 43% of Americans expect to be in debt over the next 1-5 years\n• 56% of Americans don't have $1,000 saved for an emergency\n\nYou're doing better than you realize.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",5164,913,1793,120,74,935284,false,false,false,"https://twitter.com/FluentInFinance/status/1823058600689910256"
"1823098970895163507","2024-08-13 04:47:20 +08:00","30 companies hiring remote employees (to work from anywhere):\n\n• Etsy\n• Calm\n• Slack\n• Zoom\n• Zillow\n• Stripe\n• Gitlab\n• Affirm\n• Asana\n• Chegg\n• Zapier\n• Twitch\n• Github\n• Airbnb\n• Indeed\n• Spotify\n• Shopify\n• Zendesk\n• Dropbox\n• Coursera\n• Coinbase\n• Atlassian\n• Cash App\n• Skillshare\n• Teachable\n• Accenture\n• TaskRabbit\n• Thumbtack\n\nWhat others do you know of?","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",3503,363,4917,8,14,627868,false,false,false,"https://twitter.com/FluentInFinance/status/1823098970895163507"
"1823143439548174618","2024-08-13 07:44:03 +08:00","Finance Basics Explained to Kids:\n\nAsset = Things that make money\n\nLiability = Things that cost money\n\nNet worth = Difference between what you own & owe\n\nStock = Ownership in a business\n\nIndex Fund/ ETF = A group of stocks\n\nDividends = Profits shared with investors\n\nBond = A loan to a business or government\n\nPortfolio = Investments you own\n\nBudget = Tracks your income/expenses\n\nCredit = Money borrowed to pay back\n\nCredit score = Number that represents the ability to repay debt","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",1076,243,723,2,16,130411,false,false,false,"https://twitter.com/FluentInFinance/status/1823143439548174618"
"1823174155434689013","2024-08-13 09:46:06 +08:00","An important investing rule every investor should know.\n\nStock selection framework to simplify investment decisions: https://t.co/1zVXpwg9fz","[{""type"":""photo"",""url"":""https://t.co/1zVXpwg9fz"",""thumbnail"":""https://pbs.twimg.com/media/GU0xeD2XkAARq2Y?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/GU0xeD2XkAARq2Y?format=jpg&name=orig""}]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",123,14,123,1,2,37320,false,false,false,"https://twitter.com/FluentInFinance/status/1823174155434689013"
"1823197705708896675","2024-08-13 11:19:41 +08:00","If you're in your 20s to 30s, I can't stress this enough: https://t.co/T5gvVJDbnq","[{""type"":""photo"",""url"":""https://t.co/T5gvVJDbnq"",""thumbnail"":""https://pbs.twimg.com/media/GU1K6pIXsAAelxX?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/GU1K6pIXsAAelxX?format=jpg&name=orig""}]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",2306,306,352,16,25,219709,false,false,false,"https://twitter.com/FluentInFinance/status/1823197705708896675"
"1823215759088103746","2024-08-13 12:31:25 +08:00","If you liked this post, you'll enjoy my weekly newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1823197705708896675","null","null",0,0,0,0,0,7858,false,false,false,"https://twitter.com/FluentInFinance/status/1823215759088103746"
"1823215780411895916","2024-08-13 12:31:30 +08:00","We'll discuss this more in my newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1823058600689910256","null","null",0,0,0,0,2,16656,false,false,false,"https://twitter.com/FluentInFinance/status/1823215780411895916"
"1823215783306051634","2024-08-13 12:31:31 +08:00","We'll discuss this more in my newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1823019836793835999","null","null",0,0,0,0,0,7737,false,false,false,"https://twitter.com/FluentInFinance/status/1823215783306051634"
"1823215783368892497","2024-08-13 12:31:31 +08:00","If you liked this post, you'll enjoy my weekly newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1823042730664058904","null","null",2,0,0,0,0,8134,false,false,false,"https://twitter.com/FluentInFinance/status/1823215783368892497"
"1823215787030544837","2024-08-13 12:31:31 +08:00","If you liked this post, you'll enjoy my weekly newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1823143439548174618","null","null",5,0,2,0,0,9507,false,false,false,"https://twitter.com/FluentInFinance/status/1823215787030544837"
"1823215795263938655","2024-08-13 12:31:33 +08:00","We'll discuss this more in my newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1823098970895163507","null","null",1,0,1,0,2,16259,false,false,false,"https://twitter.com/FluentInFinance/status/1823215795263938655"
"1823353942517944551","2024-08-13 21:40:30 +08:00","BREAKING: PPI inflation falls to 2.2%, its lowest since March 2024.\n\nCore PPI inflation falls to 2.4%.\n\nLooks like interest rate cuts are coming in September. https://t.co/EdMzeJz5NX","[{""type"":""photo"",""url"":""https://t.co/EdMzeJz5NX"",""thumbnail"":""https://pbs.twimg.com/media/GU3aiV-XIAAe-PO?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/GU3aiV-XIAAe-PO?format=jpg&name=orig""}]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",108,16,12,1,12,20534,false,false,false,"https://twitter.com/FluentInFinance/status/1823353942517944551"
"1823402243070230630","2024-08-14 00:52:26 +08:00","By age 30, you should have a circle of friends who discuss investing, entrepreneurship, and self-improvement.\n\nNot gossip.\n\nThe person you become in 5 years is influenced by the people you surround yourself with today.\n\nChoose your relationships wisely.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",825,139,136,13,29,64385,false,false,false,"https://twitter.com/FluentInFinance/status/1823402243070230630"
"1823423497617670421","2024-08-14 02:16:54 +08:00","Real wealth is not:\n\n• Mansions\n• Private jets\n• Sports cars\n\nReal wealth is:\n\n• Freedom to spend time with your family\n• Waking up without alarm clocks\n• Traveling anywhere you want","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",1373,216,160,13,28,71194,false,false,false,"https://twitter.com/FluentInFinance/status/1823423497617670421"
"1823441351301611695","2024-08-14 03:27:50 +08:00","By age 30 you should have:\n\n• A budget\n• A Roth IRA\n• Term life insurance\n• $0 credit card debt\n• A 3-6 month emergency fund\n• At least two streams of income\n• A HSA (health savings account)\n• Basic knowledge of personal finance\n\nWhat would you add?","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",9658,907,5835,438,423,1279487,false,false,false,"https://twitter.com/FluentInFinance/status/1823441351301611695"
"1823498111576322448","2024-08-14 07:13:23 +08:00","BREAKING: The US Justice Department is now considering breaking up Google.\n\nA court ruled that $GOOGL illegally monopolized online search and ads.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",281,40,24,6,27,47709,false,false,false,"https://twitter.com/FluentInFinance/status/1823498111576322448"
"1823515537126678902","2024-08-14 08:22:37 +08:00","Microsoft Excel Shortcuts A to Z (to maximize your productivity):\n\nCTRL + A ➡️ Select All\n\nCTRL + B ➡️ Toggle BOLD (font)\n\nCTRL + C ➡️ Copy\n\nCTRL + D ➡️ Fill Down\n\nCTRL + E ➡️ Flash Fill\n\nCTRL + F ➡️ Find\n\nCTRL + G ➡️ Go To\n\nCTRL + H ➡️ Find and Replace\n\nCTRL + I ➡️ Toggle Italic (font)\n\nCTRL + J ➡️ Input line break (in Find and Replace) \n\nCTRL + K ➡️ Insert Hyperlink\n\nCTRL + L ➡️ Insert Excel Table \n\nCTRL + M ➡️ Not Assigned\n\nCTRL + N ➡️ New Workbook\n\nCTRL + O ➡️ Open\n\nCTRL + P ➡️ Print\n\nCTRL + Q ➡️ Quick Analysis \n\nCTRL + R ➡️ Fill Right\n\nCTRL + S ➡️ Save\n\nCTRL + T ➡️ Insert Excel Table\n\nCTRL + U ➡️ Toggle underline (font) \n\nCTRL + V ➡️ Paste (when something is cut/copied)\n\nCTRL + W ➡️ Close the current workbook\n\nCTRL + X ➡️ Cut\n\nCTRL + Y ➡️ Redo (Repeat last action)\n\nCTRL + Z ➡️ Undo","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",173,31,158,0,8,28012,false,false,false,"https://twitter.com/FluentInFinance/status/1823515537126678902"
"1823551885925593328","2024-08-14 10:47:04 +08:00","Gains since last Monday's ""Stock Market Crash"":\n\n+28% Nvidia $NVDA\n+24% Bitcoin $BTC\n+18% Meta $META\n+14% Tesla $TSLA\n+13% Apple $AAPL\n+12% Amazon $AMZN\n+10% Netflix $NFLX\n+9% Nasdaq-100 $QQQ\n+7% Microsoft $MSFT\n+6% S&P 500 $SPY\n+6% Google $GOOGL\n\nLesson: Never let short-term fear control long-term decisions.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",1900,240,322,18,50,285566,false,false,false,"https://twitter.com/FluentInFinance/status/1823551885925593328"
"1823568212128158007","2024-08-14 11:51:56 +08:00","If you struggle with consistency, I can't stress this enough.\n\nThe power of small habits: https://t.co/Y6uOka54D2","[{""type"":""photo"",""url"":""https://t.co/Y6uOka54D2"",""thumbnail"":""https://pbs.twimg.com/media/GU6dl5wW8AAdTGO?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/GU6dl5wW8AAdTGO?format=jpg&name=orig""}]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",2263,351,680,3,18,187065,false,false,false,"https://twitter.com/FluentInFinance/status/1823568212128158007"
"1823578155887591834","2024-08-14 12:31:27 +08:00","If you liked this post, you'll love my newsletter ― Join 50,000+ readers and subscribe at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1823441351301611695","null","null",6,0,5,0,0,40335,false,false,false,"https://twitter.com/FluentInFinance/status/1823578155887591834"
"1823578186279419909","2024-08-14 12:31:34 +08:00","If you liked this post, you'll enjoy my weekly newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1823402243070230630","null","null",2,0,0,0,0,7430,false,false,false,"https://twitter.com/FluentInFinance/status/1823578186279419909"
"1823578205258756481","2024-08-14 12:31:39 +08:00","If you liked this post, you'll enjoy my weekly newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1823423497617670421","null","null",0,1,0,0,0,8270,false,false,false,"https://twitter.com/FluentInFinance/status/1823578205258756481"
